Title,Body,Rating,Date,Name
Absolutely terrible,"Absolutely terrible, customer service non-existent, bans coming from nowhere, refund requests being ignored.",1,2022-09-15T17:09:50.000Z,Karl Streint
AVOID PAYPAL,"They have my money in my account, asking me to confirm my ID, which I did weeks ago, and they have still not unlocked my account. They also hang up every time I try to speak with them. It seems very strange. I would defiantly take my business elsewhere in future.",1,2022-09-15T17:06:47.000Z,Mitchell
Blocking me withdrawing MY money,-,1,2022-09-15T16:52:49.000Z,Stephen Shaw
Use this PAYPAL at your own risk!!!!!!!! READ REVIEWS!,Use this company at your own risk. They shut my 9 year old account without a reason. I followed up and even submitted all the required documentation but it was all in vain. USE PAYPAL AT YOUR OWN RISK! OR make sure you withdraw your funds unless you want them to shut it with your money in there. Used to think people criticize PayPal unfairly until this happened to me. I know they reserve the right to shut an account but why not at least tell me what I violated? Why are you rude to a 9 year customer? Is this how a company is run? Slowly this company will go down for mistreating customers. These reviews here are enough evidence that something is wrong with this company. But do they care?,1,2022-09-15T14:28:34.000Z,Danstan Ongubo
Stupid beyond belief,"Stupid beyond belief. Sold something on eBay, the buyer was trying to scam, eBay suspended the buyer's account due to scamming. PayPal then idiotically refunded the scamming buyer. Made a formal complaint to PayPal who said their moronic staff had resolved my query when it was far from being resolved. Seriously PayPal, your managers need to go see a psychiatrist.",1,2022-09-15T13:42:42.000Z,M. Smith
these areswipes are as much use as a…,these areswipes are as much use as a chocolate fireguard! they allowed a Facebook hacker to run an add campaign and take £200 of my money. when i contacted paypal and explained what had happened they said i set up the agreement years ago so its not fraudulent even though i was hacked and never approved the payment or advertisement they would not refund me!! absolute tosspots. I've cancelled the direct debit with my bank and claimed the money back that way but i shouldn't have too.PayPal you are a waste of time and must have a company full of spastics working for you!!!!!!!!!,1,2022-09-15T12:24:05.000Z,bully
I've just got off the phone with PayPal…,I've just got off the phone with PayPal who sorted out my issue efficiently and professionally. Im interested in their TP reviews as ive have dealt with them (banking) years now and never had an issue... am i the lucky one or is there something a miss with these reviews?,5,2022-09-15T11:30:15.000Z,Steve Martin
ZERO CUSTOMER SERVICE,A joke.  All that is offered is a bot that keeps trying to stop ability to contact a human. No email ability. No phone service. Answers take hours.  Wrong information on accounts and no way of remedying Avoid at all costs.,1,2022-09-15T09:20:39.000Z,Mark Fox
PayPal are the worst company I have…,"PayPal are the worst company I have ever dealt with. Their customer service is non existent. They are rude on the phone they just read off a script. They restricted my 10 year old account, holding thousands of pounds of my company’s money. Asking me for my driving license, which I sent to them 6 times. This has gone on for nealy a month. As soon as my restictions are lifted I will remove my money and close the account.",1,2022-09-15T06:19:14.000Z,Brentwood Blinds
Holding money without explanations,"Holding money without explanations, I will avoid using them in the future and as well webshops that use them",1,2022-09-15T05:44:53.000Z,Emil Backberg
I have been trying to communicate with…Pay Pal,"I have been trying to communicate with paypal for several days.  I call, they say no is available to take my call.  then a recording says they will send a text link to connect.  I receive a text click on the link only to get a message that say link is not available.  Have been trying to remove a a credit card that has been cancelled. Impossible to do on the their web site.",1,2022-09-14T23:11:14.000Z,Richard Smith
No longer an adequate service.,"I used to be quite impressed with Paypal. They had a good buyer protection policy that was clearly articulated, and it was reasonably easy to contact them when things go wrong.Not so any more. I have had several issues with them recently, but at the heart of all of those is the utter impossibility of communicating with them in any sensible grownup manner. Like many online platforms they have started using an automated chat-bot, which is almost always completely unable to resolve your issue and drives you up the wall by sending you around in circles. And if you aren't able to resolve your issue with the chat-bot easily it resorts to repeatedly just saying ""thank you"" - over and over, ignoring your further attempts to activate its issue recognition software. Apart from the diabolical and completely pointless and time-wasting chat-bot, there is no way to send them a message or an email. So, if you are unlucky enough to have to work for a living (as most of us do) and do a job that doesn't allow you to spend an hour on the phone during the day trying to resolve a Paypal issue (as many of us do), and don't get home until late evening due to a commute or busy work period - you are stuffed.When you do finally get to speak to a human you are already at the end of your tether. I wish I could say that Paypal is the only place that this has happened, but it seems to be commonplace these days and I am guessing that it's due to a combination of staff shortages, greed and incompetence.Dear Paypal - most of your customer's work for a living, so try making yourself available at a time that they are. And if you can't deliver then don't offer the service. If you don't have the staff then cut something back until you reach a level of business where you are able to provide an adequate customer service (as every small business is having to do right now – only the greedy incompetent multi-nationals are arrogant enough to think that they don’t need to do this too). It's not rocket science. This is not acceptable. I don't expect you to work 24/7, but I do expect to be able to communicate with you.",1,2022-09-14T22:21:26.000Z,Owen
